,X,latency,values.getpoints,values.rad,id,block,optimalt,optimalp,time,timesensitivity,indexp
246,246,2327,17.38271747,1.232287565,c,3,2.499811046,14.78726646,2.327,-0.172811046,1.175519324
247,247,2327,17.38271747,1.232537838,c,3,2.499811046,14.78726646,2.327,-0.172811046,1.175519324
248,248,2347,17.32008168,1.220152082,c,3,2.499811046,14.78726646,2.347,-0.152811046,1.171283531
249,249,2515,15.55695617,1.233948197,c,3,2.499811046,14.78726646,2.515,0.015188954,1.052050845
250,250,2439,16.61206115,1.238110607,c,3,2.499811046,14.78726646,2.439,-0.060811046,1.123403111
251,251,2535,15.21917463,1.253853428,c,3,2.499811046,14.78726646,2.535,0.035188954,1.029208114
252,252,2282,-5,1.23170647,c,3,2.499811046,14.78726646,2.282,-0.217811046,-0.338128755
253,253,2506,15.70139515,1.230486419,c,3,2.499811046,14.78726646,2.506,0.006188954,1.061818639
254,254,2462,16.33390855,1.239188479,c,3,2.499811046,14.78726646,2.462,-0.037811046,1.104592833
255,255,2455,16.42255269,1.241564615,c,3,2.499811046,14.78726646,2.455,-0.044811046,1.110587459
256,256,2453,16.44724573,1.230907172,c,3,2.499811046,14.78726646,2.453,-0.046811046,1.112257345
257,257,2384,17.1165251,1.229440442,c,3,2.499811046,14.78726646,2.384,-0.115811046,1.157517865
258,258,2314,17.40533026,1.228542012,c,3,2.499811046,14.78726646,2.314,-0.185811046,1.177048531
259,259,2526,15.37397097,1.236700721,c,3,2.499811046,14.78726646,2.526,0.026188954,1.039676333
260,260,2573,14.51920182,1.233403246,c,3,2.499811046,14.78726646,2.573,0.073188954,0.981871927
261,261,2399,17.00230784,1.21334666,c,3,2.499811046,14.78726646,2.399,-0.100811046,1.149793837
262,262,2362,17.25114841,1.230138126,c,3,2.499811046,14.78726646,2.362,-0.137811046,1.166621867
263,263,2457,16.39757676,1.226240603,c,3,2.499811046,14.78726646,2.457,-0.042811046,1.108898443
264,264,2402,16.97731978,1.22367051,c,3,2.499811046,14.78726646,2.402,-0.097811046,1.148104001
265,265,2448,16.50773159,1.231720773,c,3,2.499811046,14.78726646,2.448,-0.051811046,1.116347747
266,266,2518,15.50774397,1.236998163,c,3,2.499811046,14.78726646,2.518,0.018188954,1.048722833
267,267,2496,15.85610645,1.222025323,c,3,2.499811046,14.78726646,2.496,-0.003811046,1.072281107
268,268,2369,17.21260692,1.221704193,c,3,2.499811046,14.78726646,2.369,-0.130811046,1.16401547
